"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2009","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","113.0",""
"2009","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","114.6",""
"2009","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","110.6",""
"2009","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices","28,720",""
"2009","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Final consumption expenditure","22,720",""
"2009","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Final consumption expenditure of general government","6,350",""
"2009","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Individual consumption expenditure of general government","3,960",""
"2009","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Collective consumption expenditure of general government","2,390",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","114.7",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","113.1",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","114.3",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","114.2",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","114.4",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","117.0",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","117.2",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","116.7",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","116.8",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","116.4",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","109.3",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","107.8",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","108.9",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","108.8",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","109.1",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","110.7",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","110.9",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","110.4",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","110.5",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","110.2",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","28,140",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure","21,920",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure of general government","6,140",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Individual consumption expenditure of general government","3,770",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Collective consumption expenditure of general government","2,360",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","113.2",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","111.7",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","112.7",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","112.5",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","113.0",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","115.4",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","115.7",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","115.0",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","115.1",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","114.9",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","108.3",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","106.8",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","107.8",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","107.7",""
"2009","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","108.1",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","109.6",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","109.9",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","109.3",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","109.3",""
"2009","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","109.2",""
"2009","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","27,760",""
"2009","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure","21,640",""
"2009","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,050",""
"2009","Euro area (19 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,720",""
"2009","Euro area (19 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,330",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","116.2",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","114.6",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","115.9",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","116.1",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","115.6",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","118.5",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","118.8",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","118.4",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","118.8",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","117.7",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","110.2",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","108.7",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","109.9",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","110.1",""
"2009","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","109.6",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","111.5",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","111.8",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","111.4",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","111.8",""
"2009","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","110.7",""
"2009","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","28,510",""
"2009","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure","22,210",""
"2009","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,230",""
"2009","Euro area (12 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,840",""
"2009","Euro area (12 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,390",""
"2009","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","130.8",""
"2009","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","125.1",""
"2009","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","144.6",""
"2009","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","147.2",""
"2009","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","140.4",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","133.4",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","129.7",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","147.6",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","150.5",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","142.9",""
"2009","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","117.1",""
"2009","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","112.0",""
"2009","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","129.4",""
"2009","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","131.7",""
"2009","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","125.6",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","118.5",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","115.2",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","131.1",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","133.7",""
"2009","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","126.9",""
"2009","Belgium","Current prices, euro per capita","Gross domestic product at market prices","32,090",""
"2009","Belgium","Current prices, euro per capita","Final consumption expenditure","24,250",""
"2009","Belgium","Current prices, euro per capita","Final consumption expenditure of general government","7,760",""
"2009","Belgium","Current prices, euro per capita","Individual consumption expenditure of general government","4,870",""
"2009","Belgium","Current prices, euro per capita","Collective consumption expenditure of general government","2,900",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","20.1",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","20.3",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","15.4",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","12.1",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","20.6",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","20.5",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","21.0",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","15.7",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","12.4",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","21.0",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","43.1",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","43.5",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","33.0",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","26.0",""
"2009","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","44.2",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","43.7",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","44.8",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","33.4",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","26.4",""
"2009","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","44.7",""
"2009","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","4,930",""
"2009","Bulgaria","Current prices, euro per capita","Final consumption expenditure","3,930",""
"2009","Bulgaria","Current prices, euro per capita","Final consumption expenditure of general government","830",""
"2009","Bulgaria","Current prices, euro per capita","Individual consumption expenditure of general government","400",""
"2009","Bulgaria","Current prices, euro per capita","Collective consumption expenditure of general government","430",""
"2009","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","57.8",""
"2009","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","50.9",""
