"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value","Flag and Footnotes"
"2009","Belgium","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.6",""
"2009","Belgium","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Bulgaria","Total","Part-time","Employed persons","Total - all NACE activities","Hour","20.6",""
"2009","Bulgaria","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.7",""
"2009","Bulgaria","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.8",""
"2009","Bulgaria","Males","Part-time","Employed persons","Total - all NACE activities","Hour","20.7",""
"2009","Bulgaria","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.1",""
"2009","Bulgaria","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.9",""
"2009","Bulgaria","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.5",""
"2009","Bulgaria","Females","Full-time","Employed persons","Total - all NACE activities","Hour","41.3",""
"2009","Bulgaria","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","41.5",""
"2009","Czechia","Total","Part-time","Employed persons","Total - all NACE activities","Hour","22.0",""
"2009","Czechia","Total","Full-time","Employed persons","Total - all NACE activities","Hour","42.6",""
"2009","Czechia","Total","No response","Employed persons","Total - all NACE activities","Hour",":","c"
"2009","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.1",""
"2009","Czechia","Males","Part-time","Employed persons","Total - all NACE activities","Hour","20.9",""
"2009","Czechia","Males","Full-time","Employed persons","Total - all NACE activities","Hour","43.8",""
"2009","Czechia","Males","No response","Employed persons","Total - all NACE activities","Hour",":","c"
"2009","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2",""
"2009","Czechia","Females","Part-time","Employed persons","Total - all NACE activities","Hour","22.5",""
"2009","Czechia","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.9",""
"2009","Czechia","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.9",""
"2009","Denmark","Total","Part-time","Employed persons","Total - all NACE activities","Hour","19.5",""
"2009","Denmark","Total","Full-time","Employed persons","Total - all NACE activities","Hour","38.8",""
"2009","Denmark","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","36.0",""
"2009","Denmark","Males","Part-time","Employed persons","Total - all NACE activities","Hour","15.3",""
"2009","Denmark","Males","Full-time","Employed persons","Total - all NACE activities","Hour","39.5",""
"2009","Denmark","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.6",""
"2009","Denmark","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.3",""
"2009","Denmark","Females","Full-time","Employed persons","Total - all NACE activities","Hour","37.7",""
"2009","Denmark","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.7",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Part-time","Employed persons","Total - all NACE activities","Hour","18.2",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.9",""
"2009","Germany (until 1990 former territory of the FRG)","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1",""
"2009","Germany (until 1990 former territory of the FRG)","Males","Part-time","Employed persons","Total - all NACE activities","Hour","17.0",""
"2009","Germany (until 1990 former territory of the FRG)","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.5",""
"2009","Germany (until 1990 former territory of the FRG)","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5",""
"2009","Germany (until 1990 former territory of the FRG)","Females","Part-time","Employed persons","Total - all NACE activities","Hour","18.4",""
"2009","Germany (until 1990 former territory of the FRG)","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.5",""
"2009","Germany (until 1990 former territory of the FRG)","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.7",""
"2009","Estonia","Total","Part-time","Employed persons","Total - all NACE activities","Hour","21.2",""
"2009","Estonia","Total","Full-time","Employed persons","Total - all NACE activities","Hour","40.8",""
"2009","Estonia","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0",""
"2009","Estonia","Males","Part-time","Employed persons","Total - all NACE activities","Hour","21.2",""
"2009","Estonia","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Estonia","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.5",""
"2009","Estonia","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.2",""
"2009","Estonia","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.2",""
"2009","Estonia","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","35.2",""
"2009","Ireland","Total","Part-time","Employed persons","Total - all NACE activities","Hour","18.7",""
"2009","Ireland","Total","Full-time","Employed persons","Total - all NACE activities","Hour","39.6",""
"2009","Ireland","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3",""
"2009","Ireland","Males","Part-time","Employed persons","Total - all NACE activities","Hour","19.7",""
"2009","Ireland","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.5",""
"2009","Ireland","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","30.9",""
"2009","Ireland","Females","Part-time","Employed persons","Total - all NACE activities","Hour","18.4",""
"2009","Ireland","Females","Full-time","Employed persons","Total - all NACE activities","Hour","36.9",""
"2009","Ireland","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.4","b"
"2009","Greece","Total","Part-time","Employed persons","Total - all NACE activities","Hour","20.4","b"
"2009","Greece","Total","Full-time","Employed persons","Total - all NACE activities","Hour","43.9","b"
"2009","Greece","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.5","b"
"2009","Greece","Males","Part-time","Employed persons","Total - all NACE activities","Hour","21.5","b"
"2009","Greece","Males","Full-time","Employed persons","Total - all NACE activities","Hour","45.3","b"
"2009","Greece","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3","b"
"2009","Greece","Females","Part-time","Employed persons","Total - all NACE activities","Hour","19.9","b"
"2009","Greece","Females","Full-time","Employed persons","Total - all NACE activities","Hour","41.5","b"
"2009","Greece","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8",""
"2009","Spain","Total","Part-time","Employed persons","Total - all NACE activities","Hour","18.9",""
"2009","Spain","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.7",""
"2009","Spain","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","41.5",""
"2009","Spain","Males","Part-time","Employed persons","Total - all NACE activities","Hour","18.4",""
"2009","Spain","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.7",""
"2009","Spain","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","35.5",""
"2009","Spain","Females","Part-time","Employed persons","Total - all NACE activities","Hour","19.0",""
"2009","Spain","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.3",""
"2009","Spain","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","France","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0",""
"2009","France","Total","Part-time","Employed persons","Total - all NACE activities","Hour","22.9",""
"2009","France","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.1",""
"2009","France","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","France","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2",""
"2009","France","Males","Part-time","Employed persons","Total - all NACE activities","Hour","22.3",""
"2009","France","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.2",""
"2009","France","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5",""
"2009","France","Females","Part-time","Employed persons","Total - all NACE activities","Hour","23.1",""
"2009","France","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.3",""
"2009","France","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.4",""
"2009","Croatia","Total","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Croatia","Total","Full-time","Employed persons","Total - all NACE activities","Hour","42.1",""
"2009","Croatia","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Croatia","Males","Part-time","Employed persons","Total - all NACE activities","Hour","22.8",""
"2009","Croatia","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.7",""
"2009","Croatia","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.2",""
"2009","Croatia","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.7",""
"2009","Croatia","Females","Full-time","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Croatia","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0",""
"2009","Italy","Total","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Italy","Total","Full-time","Employed persons","Total - all NACE activities","Hour","40.7",""
"2009","Italy","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0",""
"2009","Italy","Males","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Italy","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.1",""
"2009","Italy","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","33.5",""
"2009","Italy","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Italy","Females","Full-time","Employed persons","Total - all NACE activities","Hour","38.1",""
"2009","Italy","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","40.3","b"
"2009","Cyprus","Total","Part-time","Employed persons","Total - all NACE activities","Hour","20.6","b"
"2009","Cyprus","Total","Full-time","Employed persons","Total - all NACE activities","Hour","42.1","b"
"2009","Cyprus","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","42.4","b"
"2009","Cyprus","Males","Part-time","Employed persons","Total - all NACE activities","Hour","21.2","b"
"2009","Cyprus","Males","Full-time","Employed persons","Total - all NACE activities","Hour","43.6","b"
"2009","Cyprus","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8","b"
"2009","Cyprus","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.3","b"
"2009","Cyprus","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.3","b"
"2009","Cyprus","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4",""
"2009","Latvia","Total","Part-time","Employed persons","Total - all NACE activities","Hour","22.0",""
"2009","Latvia","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.0",""
"2009","Latvia","Total","No response","Employed persons","Total - all NACE activities","Hour",":","c"
"2009","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3",""
"2009","Latvia","Males","Part-time","Employed persons","Total - all NACE activities","Hour","22.8",""
"2009","Latvia","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.6",""
"2009","Latvia","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6",""
"2009","Latvia","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Latvia","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.5",""
"2009","Latvia","Females","No response","Employed persons","Total - all NACE activities","Hour",":","c"
"2009","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.6",""
"2009","Lithuania","Total","Part-time","Employed persons","Total - all NACE activities","Hour","21.8",""
"2009","Lithuania","Total","Full-time","Employed persons","Total - all NACE activities","Hour","39.7",""
"2009","Lithuania","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4",""
"2009","Lithuania","Males","Part-time","Employed persons","Total - all NACE activities","Hour","22.2",""
"2009","Lithuania","Males","Full-time","Employed persons","Total - all NACE activities","Hour","40.2",""
"2009","Lithuania","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0",""
"2009","Lithuania","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.7",""
"2009","Lithuania","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.4",""
"2009","Lithuania","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2","b"
"2009","Luxembourg","Total","Part-time","Employed persons","Total - all NACE activities","Hour","19.8","b"
"2009","Luxembourg","Total","Full-time","Employed persons","Total - all NACE activities","Hour","40.9","b"
"2009","Luxembourg","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5","b"
"2009","Luxembourg","Males","Part-time","Employed persons","Total - all NACE activities","Hour","17.7","b"
"2009","Luxembourg","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.7","b"
"2009","Luxembourg","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","32.7","b"
"2009","Luxembourg","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.2","b"
"2009","Luxembourg","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.3","b"
"2009","Luxembourg","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8",""
"2009","Hungary","Total","Part-time","Employed persons","Total - all NACE activities","Hour","23.9",""
"2009","Hungary","Total","Full-time","Employed persons","Total - all NACE activities","Hour","40.7",""
"2009","Hungary","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5",""
"2009","Hungary","Males","Part-time","Employed persons","Total - all NACE activities","Hour","24.2",""
"2009","Hungary","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.1",""
"2009","Hungary","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1",""
"2009","Hungary","Females","Part-time","Employed persons","Total - all NACE activities","Hour","23.7",""
"2009","Hungary","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.2",""
"2009","Hungary","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.9",""
"2009","Malta","Total","Part-time","Employed persons","Total - all NACE activities","Hour","21.2",""
"2009","Malta","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.2",""
"2009","Malta","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8",""
"2009","Malta","Males","Part-time","Employed persons","Total - all NACE activities","Hour","21.5",""
"2009","Malta","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.9",""
"2009","Malta","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","35.0",""
"2009","Malta","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.1",""
"2009","Malta","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.4",""
"2009","Malta","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.9",""
"2009","Netherlands","Total","Part-time","Employed persons","Total - all NACE activities","Hour","19.7",""
"2009","Netherlands","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.1",""
"2009","Netherlands","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","36.0",""
"2009","Netherlands","Males","Part-time","Employed persons","Total - all NACE activities","Hour","19.3",""
"2009","Netherlands","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.5",""
"2009","Netherlands","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.8",""
"2009","Netherlands","Females","Part-time","Employed persons","Total - all NACE activities","Hour","19.9",""
"2009","Netherlands","Females","Full-time","Employed persons","Total - all NACE activities","Hour","39.6",""
"2009","Netherlands","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0",""
"2009","Austria","Total","Part-time","Employed persons","Total - all NACE activities","Hour","20.4",""
"2009","Austria","Total","Full-time","Employed persons","Total - all NACE activities","Hour","43.8",""
"2009","Austria","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","42.4",""
"2009","Austria","Males","Part-time","Employed persons","Total - all NACE activities","Hour","18.6",""
"2009","Austria","Males","Full-time","Employed persons","Total - all NACE activities","Hour","44.7",""
"2009","Austria","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","33.0",""
"2009","Austria","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.8",""
"2009","Austria","Females","Full-time","Employed persons","Total - all NACE activities","Hour","42.1",""
"2009","Austria","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7",""
"2009","Poland","Total","Part-time","Employed persons","Total - all NACE activities","Hour","22.1",""
"2009","Poland","Total","Full-time","Employed persons","Total - all NACE activities","Hour","42.4",""
"2009","Poland","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7",""
"2009","Poland","Males","Part-time","Employed persons","Total - all NACE activities","Hour","22.8",""
"2009","Poland","Males","Full-time","Employed persons","Total - all NACE activities","Hour","43.9",""
"2009","Poland","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3",""
"2009","Poland","Females","Part-time","Employed persons","Total - all NACE activities","Hour","21.7",""
"2009","Poland","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.5",""
"2009","Poland","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","38.9",""
"2009","Portugal","Total","Part-time","Employed persons","Total - all NACE activities","Hour","19.1",""
"2009","Portugal","Total","Full-time","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Portugal","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.7",""
"2009","Portugal","Males","Part-time","Employed persons","Total - all NACE activities","Hour","19.4",""
"2009","Portugal","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.3",""
"2009","Portugal","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","36.9",""
"2009","Portugal","Females","Part-time","Employed persons","Total - all NACE activities","Hour","19.0",""
"2009","Portugal","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.3",""
"2009","Portugal","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","40.4",""
"2009","Romania","Total","Part-time","Employed persons","Total - all NACE activities","Hour","23.9",""
"2009","Romania","Total","Full-time","Employed persons","Total - all NACE activities","Hour","40.9",""
"2009","Romania","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0",""
"2009","Romania","Males","Part-time","Employed persons","Total - all NACE activities","Hour","24.9",""
"2009","Romania","Males","Full-time","Employed persons","Total - all NACE activities","Hour","41.4",""
"2009","Romania","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.6",""
"2009","Romania","Females","Part-time","Employed persons","Total - all NACE activities","Hour","23.1",""
"2009","Romania","Females","Full-time","Employed persons","Total - all NACE activities","Hour","40.3",""
"2009","Romania","Females","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8",""
"2009","Slovenia","Total","Part-time","Employed persons","Total - all NACE activities","Hour","20.1",""
"2009","Slovenia","Total","Full-time","Employed persons","Total - all NACE activities","Hour","42.1",""
"2009","Slovenia","Total","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8",""
"2009","Slovenia","Males","Part-time","Employed persons","Total - all NACE activities","Hour","19.8",""
"2009","Slovenia","Males","Full-time","Employed persons","Total - all NACE activities","Hour","42.7",""
"2009","Slovenia","Males","No response","Employed persons","Total - all NACE activities","Hour",":",""
"2009","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6",""
"2009","Slovenia","Females","Part-time","Employed persons","Total - all NACE activities","Hour","20.3",""
"2009","Slovenia","Females","Full-time","Employed persons","Total - all NACE activities","Hour","41.4",""
